19:50:02.557 XYZ [[3.57, 2.43, 1.37], [2.46, 3.84, 1.72], [2.37, 1.54, 1.47], [1.11, 2.91, 1.49]]
19:50:02.641 XYZ [[3.57, 2.43, 1.37], [2.46, 3.83, 1.7], [2.36, 1.54, 1.46], [1.09, 2.92, 1.5]]
19:50:02.724 XYZ [[3.56, 2.44, 1.37], [2.46, 3.82, 1.71], [2.37, 1.55, 1.47], [1.06, 2.9, 1.52]]
19:50:02.808 XYZ [[3.55, 2.44, 1.37], [2.47, 3.83, 1.67], [2.35, 1.53, 1.48], [1.06, 2.92, 1.47]]
19:50:02.891 XYZ [[3.56, 2.43, 1.36], [2.49, 3.81, 1.65], [2.35, 1.51, 1.51], [1.04, 2.92, 1.47]]
19:50:02.975 XYZ [[3.54, 2.43, 1.38], [2.51, 3.81, 1.65], [2.37, 1.48, 1.55], [1.03, 2.93, 1.46]]
19:50:03.059 XYZ [[3.54, 2.43, 1.38], [2.51, 3.83, 1.66], [2.39, 1.44, 1.6], [1.0, 2.94, 1.44]]
19:50:03.141 XYZ [[3.55, 2.44, 1.38], [2.53, 3.82, 1.62], [2.39, 1.44, 1.62], [1.01, 2.94, 1.43]]
19:50:03.225 XYZ [[3.56, 2.43, 1.38], [2.54, 3.82, 1.61], [2.39, 1.43, 1.63], [1.01, 2.95, 1.39]]
19:50:03.308 XYZ [[3.57, 2.43, 1.37], [2.52, 3.81, 1.59], [2.39, 1.43, 1.66], [0.99, 2.97, 1.4]]
19:50:03.392 XYZ [[3.57, 2.43, 1.37], [2.51, 3.82, 1.58], [2.37, 1.41, 1.66], [1.01, 2.97, 1.41]]
19:50:03.475 XYZ [[3.57, 2.43, 1.37], [2.52, 3.83, 1.58], [2.37, 1.4, 1.66], [1.0, 2.97, 1.41]]
19:50:03.559 XYZ [[3.57, 2.43, 1.37], [2.5, 3.87, 1.58], [2.36, 1.4, 1.67], [1.0, 2.99, 1.39]]
19:50:03.642 XYZ [[3.57, 2.43, 1.37], [2.51, 3.89, 1.6], [2.37, 1.4, 1.71], [1.0, 2.98, 1.37]]
19:50:03.726 XYZ [[3.57, 2.43, 1.37], [2.51, 3.9, 1.6], [2.37, 1.38, 1.71], [1.0, 3.0, 1.36]]
19:50:03.818 XYZ [[3.54, 2.4, 1.45], [2.52, 3.91, 1.6], [2.36, 1.38, 1.71], [1.0, 3.01, 1.33]]
19:50:03.901 XYZ [[3.54, 2.39, 1.46], [2.51, 3.93, 1.6], [2.35, 1.4, 1.71], [1.02, 3.01, 1.34]]
19:50:03.985 XYZ [[3.54, 2.39, 1.45], [2.49, 3.93, 1.59], [2.34, 1.39, 1.71], [1.01, 3.01, 1.36]]
19:50:04.068 XYZ [[3.54, 2.39, 1.45], [2.49, 3.94, 1.59], [2.34, 1.39, 1.72], [1.04, 3.02, 1.38]]
19:50:04.152 XYZ [[3.53, 2.39, 1.45], [2.5, 3.93, 1.58], [2.34, 1.39, 1.71], [1.02, 3.02, 1.38]]
19:50:04.235 XYZ [[3.51, 2.39, 1.44], [2.49, 3.95, 1.58], [2.34, 1.4, 1.72], [1.04, 3.03, 1.39]]
19:50:04.319 XYZ [[3.5, 2.41, 1.4], [2.48, 3.95, 1.59], [2.34, 1.4, 1.7], [1.03, 3.02, 1.41]]
19:50:04.402 XYZ [[3.5, 2.41, 1.39], [2.47, 3.95, 1.57], [2.35, 1.42, 1.7], [1.05, 3.01, 1.4]]
19:50:04.510 XYZ [[3.5, 2.4, 1.36], [2.47, 3.95, 1.57], [2.35, 1.42, 1.7], [1.07, 3.01, 1.41]]
19:50:04.594 XYZ [[3.51, 2.41, 1.36], [2.47, 3.95, 1.56], [2.37, 1.42, 1.71], [1.06, 3.0, 1.42]]
19:50:04.678 XYZ [[3.52, 2.43, 1.36], [2.47, 3.95, 1.56], [2.38, 1.43, 1.7], [1.06, 3.0, 1.42]]
19:50:04.761 XYZ [[3.53, 2.44, 1.36], [2.46, 3.94, 1.55], [2.38, 1.43, 1.7], [1.06, 2.99, 1.42]]
19:50:04.844 XYZ [[3.53, 2.45, 1.38], [2.46, 3.94, 1.56], [2.38, 1.41, 1.7], [1.06, 2.99, 1.42]]
19:50:04.928 XYZ [[3.53, 2.46, 1.36], [2.46, 3.93, 1.54], [2.38, 1.41, 1.7], [1.01, 2.94, 1.42]]
19:50:05.011 XYZ [[3.53, 2.46, 1.36], [2.44, 3.93, 1.54], [2.39, 1.4, 1.7], [1.0, 2.91, 1.38]]
19:50:05.095 XYZ [[3.57, 2.42, 1.32], [2.44, 3.92, 1.55], [2.39, 1.4, 1.67], [0.98, 2.89, 1.36]]
19:50:05.178 XYZ [[3.58, 2.41, 1.29], [2.45, 3.93, 1.55], [2.39, 1.39, 1.67], [0.99, 2.87, 1.34]]
19:50:05.262 XYZ [[3.56, 2.43, 1.27], [2.44, 3.93, 1.54], [2.39, 1.4, 1.66], [0.99, 2.86, 1.31]]
19:50:05.345 XYZ [[3.54, 2.43, 1.25], [2.44, 3.93, 1.54], [2.39, 1.39, 1.65], [0.98, 2.84, 1.3]]
19:50:05.438 XYZ [[3.49, 2.42, 1.22], [2.46, 3.94, 1.56], [2.4, 1.39, 1.63], [0.99, 2.85, 1.3]]
19:50:05.521 XYZ [[3.48, 2.39, 1.24], [2.46, 3.94, 1.56], [2.39, 1.39, 1.63], [1.0, 2.83, 1.31]]
19:50:05.605 XYZ [[3.47, 2.38, 1.27], [2.46, 3.93, 1.56], [2.39, 1.39, 1.64], [1.0, 2.83, 1.3]]
19:50:05.688 XYZ [[3.45, 2.37, 1.28], [2.46, 3.92, 1.54], [2.39, 1.39, 1.65], [0.99, 2.82, 1.31]]
19:50:05.771 XYZ [[3.4, 2.37, 1.3], [2.47, 3.92, 1.54], [2.38, 1.39, 1.65], [1.01, 2.81, 1.32]]
19:50:05.855 XYZ [[3.41, 2.38, 1.28], [2.47, 3.92, 1.55], [2.4, 1.37, 1.66], [1.07, 2.82, 1.32]]
19:50:05.938 XYZ [[3.39, 2.37, 1.28], [2.48, 3.92, 1.55], [2.4, 1.37, 1.64], [1.07, 2.83, 1.31]]
19:50:06.022 XYZ [[3.42, 2.38, 1.3], [2.49, 3.93, 1.56], [2.41, 1.36, 1.64], [1.1, 2.85, 1.29]]
19:50:06.105 XYZ [[3.42, 2.39, 1.32], [2.47, 3.93, 1.56], [2.41, 1.36, 1.63], [1.13, 2.87, 1.28]]
19:50:06.188 XYZ [[3.43, 2.39, 1.33], [2.48, 3.93, 1.57], [2.42, 1.35, 1.64], [1.15, 2.89, 1.29]]
19:50:06.272 XYZ [[3.44, 2.38, 1.34], [2.49, 3.92, 1.58], [2.38, 1.35, 1.6], [1.17, 2.87, 1.3]]
19:50:06.355 XYZ [[3.45, 2.37, 1.35], [2.48, 3.92, 1.59], [2.32, 1.43, 1.47], [1.19, 2.92, 1.29]]
19:50:06.439 XYZ [[3.45, 2.37, 1.37], [2.47, 3.93, 1.61], [2.24, 1.43, 1.38], [1.2, 2.92, 1.3]]
19:50:06.522 XYZ [[3.5, 2.38, 1.41], [2.47, 3.92, 1.61], [2.23, 1.44, 1.36], [1.22, 2.97, 1.32]]
19:50:06.612 XYZ [[3.5, 2.37, 1.42], [2.48, 3.92, 1.61], [2.23, 1.46, 1.35], [1.27, 3.01, 1.33]]
19:50:06.695 XYZ [[3.51, 2.33, 1.47], [2.46, 3.93, 1.59], [2.2, 1.47, 1.29], [1.26, 3.05, 1.31]]
19:50:06.779 XYZ [[3.52, 2.33, 1.46], [2.46, 3.93, 1.58], [2.19, 1.47, 1.25], [1.25, 3.08, 1.32]]
19:50:06.862 XYZ [[3.53, 2.32, 1.45], [2.45, 3.93, 1.58], [2.17, 1.47, 1.21], [1.25, 3.1, 1.35]]
19:50:06.946 XYZ [[3.52, 2.32, 1.46], [2.43, 3.93, 1.59], [2.2, 1.46, 1.19], [1.25, 3.13, 1.36]]
19:50:07.029 XYZ [[3.52, 2.32, 1.46], [2.44, 3.92, 1.59], [2.19, 1.45, 1.18], [1.25, 3.13, 1.36]]
19:50:07.112 XYZ [[3.52, 2.32, 1.46], [2.44, 3.92, 1.6], [2.2, 1.43, 1.2], [1.22, 3.14, 1.34]]
19:50:07.196 XYZ [[3.61, 2.33, 1.53], [2.44, 3.93, 1.58], [2.24, 1.39, 1.21], [1.2, 3.16, 1.37]]
19:50:07.279 XYZ [[3.63, 2.32, 1.58], [2.45, 3.94, 1.58], [2.25, 1.37, 1.18], [1.21, 3.16, 1.36]]
19:50:07.363 XYZ [[3.64, 2.33, 1.57], [2.45, 3.94, 1.58], [2.28, 1.32, 1.16], [1.2, 3.15, 1.35]]
19:50:07.446 XYZ [[3.66, 2.35, 1.57], [2.45, 3.95, 1.59], [2.28, 1.22, 1.13], [1.24, 3.16, 1.33]]
19:50:07.530 XYZ [[3.69, 2.35, 1.59], [2.45, 3.94, 1.59], [2.26, 1.16, 1.12], [1.24, 3.15, 1.33]]
19:50:07.615 XYZ [[3.71, 2.35, 1.62], [2.44, 3.94, 1.59], [2.21, 1.07, 1.06], [1.24, 3.13, 1.32]]
19:50:07.698 XYZ [[3.72, 2.34, 1.67], [2.45, 3.93, 1.6], [2.2, 0.98, 1.04], [1.22, 3.13, 1.3]]
19:50:07.781 XYZ [[3.7, 2.34, 1.65], [2.45, 3.94, 1.61], [2.19, 0.94, 1.02], [1.22, 3.12, 1.3]]
19:50:07.865 XYZ [[3.66, 2.35, 1.63], [2.46, 3.93, 1.61], [2.17, 0.88, 1.01], [1.2, 3.09, 1.3]]
19:50:07.948 XYZ [[3.65, 2.37, 1.61], [2.45, 3.92, 1.6], [2.14, 0.8, 1.0], [1.21, 3.08, 1.3]]
19:50:08.032 XYZ [[3.6, 2.4, 1.6], [2.45, 3.93, 1.58], [2.13, 0.75, 1.01], [1.21, 3.08, 1.32]]
19:50:08.115 XYZ [[3.64, 2.42, 1.59], [2.45, 3.94, 1.58], [2.13, 0.75, 1.02], [1.2, 3.04, 1.34]]
19:50:08.198 XYZ [[3.65, 2.42, 1.59], [2.45, 3.93, 1.57], [2.12, 0.75, 1.03], [1.16, 3.0, 1.35]]
19:50:08.282 XYZ [[3.65, 2.42, 1.61], [2.45, 3.94, 1.57], [2.1, 0.8, 1.0], [1.16, 2.98, 1.34]]
19:50:08.365 XYZ [[3.65, 2.43, 1.6], [2.44, 3.94, 1.57], [2.1, 0.85, 1.02], [1.15, 2.93, 1.33]]
19:50:08.449 XYZ [[3.64, 2.43, 1.6], [2.44, 3.93, 1.59], [2.07, 0.93, 1.07], [1.15, 2.93, 1.36]]
19:50:08.532 XYZ [[3.65, 2.43, 1.59], [2.44, 3.93, 1.6], [2.07, 1.01, 1.06], [1.14, 2.91, 1.36]]
19:50:08.616 XYZ [[3.66, 2.43, 1.57], [2.44, 3.93, 1.6], [2.06, 1.03, 1.06], [1.13, 2.89, 1.38]]
19:50:08.742 XYZ [[3.66, 2.45, 1.54], [2.46, 3.94, 1.57], [2.08, 1.15, 1.09], [1.15, 2.88, 1.35]]
19:50:08.826 XYZ [[3.69, 2.45, 1.56], [2.45, 3.94, 1.58], [2.06, 1.18, 1.11], [1.13, 2.88, 1.39]]
19:50:08.909 XYZ [[3.69, 2.44, 1.59], [2.44, 3.93, 1.57], [2.01, 1.22, 1.18], [1.12, 2.89, 1.4]]
19:50:08.993 XYZ [[3.7, 2.44, 1.61], [2.43, 3.93, 1.58], [1.99, 1.25, 1.24], [1.12, 2.89, 1.41]]
19:50:09.076 XYZ [[3.72, 2.43, 1.64], [2.44, 3.93, 1.57], [1.98, 1.27, 1.27], [1.12, 2.88, 1.39]]
19:50:09.160 XYZ [[3.72, 2.44, 1.65], [2.44, 3.93, 1.58], [1.95, 1.3, 1.3], [1.12, 2.87, 1.39]]
19:50:09.243 XYZ [[3.7, 2.44, 1.69], [2.45, 3.94, 1.57], [1.93, 1.33, 1.33], [1.09, 2.87, 1.39]]
19:50:09.326 XYZ [[3.69, 2.44, 1.71], [2.46, 3.94, 1.57], [1.91, 1.34, 1.34], [1.09, 2.87, 1.41]]
19:50:09.410 XYZ [[3.7, 2.44, 1.72], [2.48, 3.95, 1.57], [1.9, 1.36, 1.34], [1.1, 2.89, 1.45]]
19:50:09.493 XYZ [[3.7, 2.44, 1.7], [2.48, 3.95, 1.56], [1.91, 1.34, 1.35], [1.11, 2.93, 1.48]]
19:50:09.577 XYZ [[3.71, 2.44, 1.71], [2.51, 3.95, 1.56], [1.91, 1.34, 1.35], [1.13, 2.94, 1.48]]
19:50:09.664 XYZ [[3.73, 2.45, 1.72], [2.53, 3.95, 1.56], [1.92, 1.35, 1.36], [1.13, 2.98, 1.49]]
19:50:09.748 XYZ [[3.74, 2.46, 1.71], [2.53, 3.95, 1.57], [1.89, 1.34, 1.35], [1.14, 2.98, 1.49]]
19:50:09.831 XYZ [[3.72, 2.46, 1.76], [2.54, 3.94, 1.58], [1.88, 1.33, 1.38], [1.12, 2.98, 1.48]]
19:50:09.915 XYZ [[3.71, 2.48, 1.77], [2.54, 3.94, 1.58], [1.87, 1.33, 1.39], [1.1, 2.97, 1.46]]
19:50:09.998 XYZ [[3.71, 2.49, 1.78], [2.54, 3.96, 1.6], [1.87, 1.34, 1.4], [1.1, 2.97, 1.43]]
19:50:10.081 XYZ [[3.69, 2.48, 1.77], [2.5, 3.97, 1.6], [1.88, 1.35, 1.38], [1.09, 2.98, 1.42]]
19:50:10.165 XYZ [[3.67, 2.47, 1.77], [2.49, 3.97, 1.61], [1.89, 1.35, 1.38], [1.1, 2.99, 1.44]]
19:50:10.248 XYZ [[3.68, 2.48, 1.77], [2.48, 3.98, 1.62], [1.89, 1.34, 1.4], [1.05, 3.01, 1.43]]
19:50:10.332 XYZ [[3.62, 2.49, 1.7], [2.45, 3.97, 1.59], [1.89, 1.33, 1.41], [1.04, 3.01, 1.43]]
19:50:10.415 XYZ [[3.59, 2.5, 1.65], [2.46, 3.95, 1.58], [1.88, 1.32, 1.42], [1.02, 3.01, 1.42]]
19:50:10.499 XYZ [[3.54, 2.5, 1.65], [2.45, 3.95, 1.59], [1.9, 1.33, 1.43], [1.0, 3.03, 1.39]]
19:50:10.590 XYZ [[3.49, 2.48, 1.63], [2.46, 3.93, 1.59], [1.89, 1.35, 1.42], [1.0, 3.02, 1.38]]
19:50:10.674 XYZ [[3.45, 2.48, 1.61], [2.46, 3.93, 1.59], [1.9, 1.35, 1.42], [1.01, 3.02, 1.36]]
19:50:10.757 XYZ [[3.41, 2.47, 1.61], [2.46, 3.93, 1.6], [1.9, 1.33, 1.41], [1.0, 3.01, 1.35]]
19:50:10.841 XYZ [[3.39, 2.47, 1.6], [2.48, 3.92, 1.59], [1.9, 1.31, 1.41], [1.0, 3.01, 1.32]]
19:50:10.940 XYZ [[3.38, 2.43, 1.57], [2.51, 3.92, 1.59], [1.92, 1.32, 1.43], [1.03, 3.03, 1.32]]
19:50:11.024 XYZ [[3.35, 2.4, 1.55], [2.54, 3.89, 1.58], [1.92, 1.32, 1.43], [1.06, 3.04, 1.35]]
19:50:11.107 XYZ [[3.34, 2.38, 1.54], [2.53, 3.88, 1.55], [1.94, 1.32, 1.43], [1.06, 3.07, 1.33]]
19:50:11.190 XYZ [[3.31, 2.34, 1.53], [2.55, 3.85, 1.59], [1.94, 1.31, 1.42], [1.07, 3.09, 1.3]]
19:50:11.274 XYZ [[3.3, 2.3, 1.52], [2.57, 3.82, 1.6], [1.95, 1.31, 1.41], [1.14, 3.11, 1.33]]
19:50:11.357 XYZ [[3.29, 2.28, 1.52], [2.59, 3.8, 1.59], [1.95, 1.3, 1.43], [1.23, 3.13, 1.3]]
19:50:11.441 XYZ [[3.28, 2.29, 1.53], [2.6, 3.75, 1.6], [1.94, 1.3, 1.44], [1.25, 3.11, 1.3]]
19:50:11.524 XYZ [[3.32, 2.31, 1.61], [2.62, 3.69, 1.55], [1.93, 1.3, 1.43], [1.24, 3.08, 1.32]]
19:50:11.608 XYZ [[3.34, 2.3, 1.61], [2.57, 3.68, 1.56], [1.91, 1.28, 1.45], [1.23, 3.06, 1.36]]
19:50:11.691 XYZ [[3.35, 2.32, 1.64], [2.51, 3.66, 1.64], [1.91, 1.29, 1.47], [1.22, 3.05, 1.38]]
19:50:11.790 XYZ [[3.37, 2.32, 1.67], [2.44, 3.62, 1.75], [1.91, 1.3, 1.48], [1.24, 3.04, 1.4]]
19:50:11.874 XYZ [[3.36, 2.34, 1.66], [2.42, 3.67, 1.82], [1.91, 1.3, 1.47], [1.27, 3.04, 1.4]]
19:50:11.957 XYZ [[3.36, 2.34, 1.66], [2.38, 3.7, 1.83], [1.9, 1.32, 1.48], [1.26, 3.03, 1.43]]
19:50:12.041 XYZ [[3.39, 2.35, 1.68], [2.33, 3.76, 1.86], [1.89, 1.33, 1.52], [1.26, 3.01, 1.43]]
19:50:12.124 XYZ [[3.38, 2.39, 1.76], [2.26, 3.82, 1.87], [1.88, 1.34, 1.53], [1.25, 3.01, 1.46]]
19:50:12.208 XYZ [[3.39, 2.39, 1.73], [2.22, 3.86, 1.89], [1.87, 1.34, 1.55], [1.25, 2.99, 1.47]]
19:50:12.291 XYZ [[3.38, 2.41, 1.75], [2.2, 3.94, 1.9], [1.87, 1.35, 1.59], [1.25, 2.98, 1.48]]
19:50:12.375 XYZ [[3.39, 2.41, 1.76], [2.23, 4.01, 1.91], [1.86, 1.35, 1.59], [1.25, 2.99, 1.46]]
19:50:12.462 XYZ [[3.39, 2.4, 1.78], [2.23, 4.04, 1.87], [1.87, 1.33, 1.6], [1.24, 3.0, 1.48]]
19:50:12.545 XYZ [[3.39, 2.4, 1.79], [2.25, 4.09, 1.89], [1.86, 1.33, 1.59], [1.24, 3.0, 1.49]]
19:50:12.629 XYZ [[3.39, 2.39, 1.76], [2.26, 4.13, 1.89], [1.85, 1.32, 1.59], [1.26, 3.0, 1.47]]
19:50:12.734 XYZ [[3.41, 2.39, 1.77], [2.26, 4.17, 1.93], [1.83, 1.28, 1.58], [1.21, 2.97, 1.48]]
19:50:12.818 XYZ [[3.4, 2.39, 1.77], [2.28, 4.18, 1.93], [1.83, 1.26, 1.58], [1.19, 2.97, 1.5]]
19:50:12.901 XYZ [[3.44, 2.39, 1.73], [2.3, 4.2, 1.94], [1.83, 1.24, 1.55], [1.19, 2.97, 1.48]]
19:50:12.984 XYZ [[3.39, 2.41, 1.77], [2.34, 4.2, 1.94], [1.85, 1.24, 1.54], [1.18, 2.97, 1.48]]
19:50:13.068 XYZ [[3.37, 2.4, 1.77], [2.36, 4.21, 1.95], [1.84, 1.23, 1.52], [1.17, 2.96, 1.49]]
19:50:13.151 XYZ [[3.39, 2.4, 1.74], [2.38, 4.2, 1.93], [1.84, 1.2, 1.48], [1.16, 2.96, 1.5]]
19:50:13.235 XYZ [[3.39, 2.39, 1.7], [2.4, 4.16, 1.91], [1.85, 1.2, 1.44], [1.15, 2.96, 1.5]]
19:50:13.318 XYZ [[3.4, 2.37, 1.65], [2.42, 4.16, 1.93], [1.85, 1.2, 1.43], [1.14, 2.96, 1.5]]
19:50:13.402 XYZ [[3.41, 2.38, 1.64], [2.43, 4.16, 1.93], [1.88, 1.17, 1.41], [1.12, 2.96, 1.5]]
19:50:13.485 XYZ [[3.41, 2.37, 1.61], [2.45, 4.15, 1.96], [1.89, 1.15, 1.41], [1.1, 2.95, 1.47]]
19:50:13.568 XYZ [[3.41, 2.38, 1.58], [2.45, 4.13, 1.95], [1.88, 1.15, 1.42], [1.08, 2.95, 1.45]]
19:50:13.652 XYZ [[3.4, 2.37, 1.56], [2.46, 4.12, 1.92], [1.88, 1.17, 1.41], [1.07, 2.95, 1.45]]
19:50:13.735 XYZ [[3.41, 2.38, 1.53], [2.47, 4.1, 1.91], [1.88, 1.19, 1.39], [1.06, 2.96, 1.46]]
19:50:13.819 XYZ [[3.39, 2.37, 1.52], [2.47, 4.1, 1.9], [1.88, 1.19, 1.38], [1.06, 2.94, 1.4]]
19:50:13.902 XYZ [[3.39, 2.38, 1.52], [2.47, 4.11, 1.9], [1.87, 1.19, 1.39], [1.03, 2.96, 1.45]]
19:50:13.985 XYZ [[3.4, 2.39, 1.54], [2.46, 4.09, 1.91], [1.89, 1.2, 1.39], [1.07, 2.96, 1.47]]
19:50:14.069 XYZ [[3.41, 2.38, 1.51], [2.49, 4.09, 1.9], [1.89, 1.2, 1.39], [1.09, 2.96, 1.47]]
19:50:14.152 XYZ [[3.41, 2.38, 1.5], [2.48, 4.08, 1.89], [1.89, 1.2, 1.38], [1.07, 2.98, 1.47]]
19:50:14.236 XYZ [[3.41, 2.38, 1.49], [2.48, 4.06, 1.85], [1.9, 1.2, 1.37], [1.06, 2.99, 1.48]]
19:50:14.320 XYZ [[3.41, 2.38, 1.48], [2.51, 4.05, 1.83], [1.89, 1.2, 1.36], [1.06, 2.98, 1.47]]
19:50:14.403 XYZ [[3.41, 2.38, 1.47], [2.52, 4.05, 1.82], [1.9, 1.19, 1.35], [1.06, 2.98, 1.46]]
19:50:14.486 XYZ [[3.42, 2.39, 1.5], [2.56, 4.04, 1.8], [1.9, 1.15, 1.32], [1.04, 2.98, 1.45]]
19:50:14.570 XYZ [[3.44, 2.37, 1.48], [2.58, 4.02, 1.78], [1.95, 1.11, 1.31], [1.05, 2.99, 1.41]]
19:50:14.653 XYZ [[3.43, 2.38, 1.48], [2.58, 4.02, 1.76], [1.99, 1.06, 1.31], [1.04, 2.98, 1.46]]
19:50:14.737 XYZ [[3.42, 2.36, 1.47], [2.55, 4.04, 1.75], [2.05, 1.02, 1.27], [1.03, 2.96, 1.47]]
19:50:14.820 XYZ [[3.41, 2.36, 1.46], [2.56, 4.0, 1.72], [2.08, 1.0, 1.29], [1.01, 2.95, 1.47]]
19:50:14.904 XYZ [[3.39, 2.36, 1.47], [2.56, 4.0, 1.7], [2.07, 1.03, 1.28], [0.98, 2.98, 1.5]]
19:50:14.990 XYZ [[3.39, 2.36, 1.47], [2.54, 4.0, 1.74], [2.07, 1.04, 1.28], [0.98, 2.98, 1.48]]
19:50:15.073 XYZ [[3.38, 2.36, 1.47], [2.54, 4.03, 1.76], [2.06, 1.06, 1.28], [1.0, 2.96, 1.44]]
19:50:15.157 XYZ [[3.44, 2.35, 1.52], [2.54, 4.04, 1.74], [2.06, 1.07, 1.28], [0.99, 2.95, 1.45]]
19:50:15.256 XYZ [[3.5, 2.37, 1.54], [2.55, 4.03, 1.74], [2.03, 1.07, 1.32], [0.97, 2.95, 1.48]]
19:50:15.339 XYZ [[3.54, 2.4, 1.58], [2.54, 4.03, 1.74], [2.0, 1.11, 1.31], [0.94, 2.95, 1.49]]
19:50:15.423 XYZ [[3.53, 2.41, 1.56], [2.55, 4.03, 1.72], [1.99, 1.13, 1.32], [0.95, 2.96, 1.48]]
19:50:15.506 XYZ [[3.55, 2.42, 1.58], [2.53, 4.05, 1.73], [1.96, 1.16, 1.33], [0.94, 2.96, 1.5]]
19:50:15.590 XYZ [[3.54, 2.41, 1.57], [2.49, 4.07, 1.75], [1.93, 1.19, 1.34], [0.94, 2.97, 1.48]]
19:50:15.673 XYZ [[3.55, 2.42, 1.58], [2.5, 4.06, 1.73], [1.91, 1.21, 1.36], [0.98, 2.99, 1.45]]
19:50:15.756 XYZ [[3.54, 2.42, 1.58], [2.5, 4.05, 1.74], [1.9, 1.22, 1.36], [0.99, 2.99, 1.45]]
19:50:15.840 XYZ [[3.51, 2.43, 1.6], [2.5, 4.05, 1.73], [1.89, 1.24, 1.38], [0.99, 3.01, 1.43]]
19:50:15.923 XYZ [[3.52, 2.44, 1.6], [2.51, 4.05, 1.73], [1.88, 1.25, 1.37], [0.98, 3.03, 1.44]]
19:50:16.046 XYZ [[3.5, 2.44, 1.59], [2.51, 4.06, 1.73], [1.86, 1.28, 1.38], [0.99, 3.06, 1.43]]
19:50:16.129 XYZ [[3.47, 2.43, 1.58], [2.5, 4.05, 1.71], [1.86, 1.27, 1.39], [1.02, 3.06, 1.42]]
19:50:16.213 XYZ [[3.44, 2.42, 1.6], [2.5, 4.05, 1.71], [1.85, 1.27, 1.38], [1.06, 3.08, 1.4]]
19:50:16.296 XYZ [[3.47, 2.43, 1.64], [2.51, 4.06, 1.73], [1.84, 1.28, 1.4], [1.1, 3.11, 1.4]]
19:50:16.379 XYZ [[3.45, 2.42, 1.63], [2.48, 4.08, 1.73], [1.84, 1.26, 1.41], [1.1, 3.12, 1.4]]
19:50:16.463 XYZ [[3.44, 2.41, 1.61], [2.48, 4.09, 1.73], [1.86, 1.25, 1.42], [1.14, 3.12, 1.38]]
19:50:16.546 XYZ [[3.44, 2.41, 1.61], [2.51, 4.1, 1.73], [1.85, 1.24, 1.42], [1.17, 3.13, 1.35]]
19:50:16.630 XYZ [[3.44, 2.4, 1.58], [2.51, 4.11, 1.72], [1.87, 1.23, 1.42], [1.18, 3.14, 1.35]]
19:50:16.713 XYZ [[3.45, 2.39, 1.57], [2.49, 4.12, 1.72], [1.87, 1.23, 1.42], [1.17, 3.16, 1.34]]
19:50:16.797 XYZ [[3.45, 2.38, 1.56], [2.5, 4.1, 1.72], [1.87, 1.22, 1.41], [1.18, 3.17, 1.33]]
19:50:16.880 XYZ [[3.44, 2.38, 1.56], [2.5, 4.08, 1.7], [1.89, 1.21, 1.42], [1.17, 3.18, 1.34]]
19:50:16.963 XYZ [[3.43, 2.38, 1.54], [2.51, 4.07, 1.71], [1.88, 1.22, 1.42], [1.18, 3.19, 1.33]]
19:50:17.047 XYZ [[3.43, 2.38, 1.55], [2.49, 4.1, 1.74], [1.87, 1.21, 1.42], [1.18, 3.22, 1.32]]
19:50:17.130 XYZ [[3.44, 2.38, 1.53], [2.52, 4.1, 1.74], [1.85, 1.22, 1.42], [1.16, 3.22, 1.3]]
19:50:17.214 XYZ [[3.45, 2.38, 1.53], [2.52, 4.09, 1.73], [1.85, 1.22, 1.41], [1.15, 3.23, 1.3]]
19:50:17.297 XYZ [[3.45, 2.38, 1.53], [2.52, 4.09, 1.73], [1.86, 1.23, 1.42], [1.12, 3.23, 1.29]]
19:50:17.381 XYZ [[3.5, 2.4, 1.52], [2.5, 4.1, 1.74], [1.87, 1.23, 1.41], [1.1, 3.24, 1.3]]
19:50:17.464 XYZ [[3.54, 2.46, 1.55], [2.5, 4.1, 1.75], [1.87, 1.23, 1.4], [1.07, 3.23, 1.28]]
19:50:17.548 XYZ [[3.57, 2.48, 1.57], [2.5, 4.1, 1.74], [1.86, 1.23, 1.4], [1.09, 3.26, 1.23]]
19:50:17.631 XYZ [[3.57, 2.46, 1.64], [2.51, 4.1, 1.74], [1.88, 1.24, 1.4], [1.09, 3.26, 1.23]]
19:50:17.723 XYZ [[3.53, 2.42, 1.63], [2.49, 4.08, 1.73], [1.87, 1.24, 1.4], [1.06, 3.27, 1.22]]
19:50:17.806 XYZ [[3.54, 2.42, 1.63], [2.5, 4.07, 1.72], [1.87, 1.23, 1.39], [1.08, 3.28, 1.26]]
19:50:17.890 XYZ [[3.54, 2.41, 1.61], [2.51, 4.06, 1.7], [1.88, 1.23, 1.39], [1.04, 3.27, 1.27]]
19:50:17.974 XYZ [[3.54, 2.38, 1.62], [2.51, 4.05, 1.7], [1.88, 1.24, 1.4], [1.06, 3.27, 1.27]]
19:50:18.057 XYZ [[3.54, 2.38, 1.62], [2.51, 4.04, 1.69], [1.88, 1.24, 1.41], [1.04, 3.27, 1.3]]
19:50:18.145 XYZ [[3.55, 2.36, 1.61], [2.51, 4.04, 1.67], [1.89, 1.26, 1.42], [0.99, 3.26, 1.31]]
19:50:18.229 XYZ [[3.51, 2.36, 1.59], [2.52, 4.03, 1.64], [1.9, 1.25, 1.41], [1.03, 3.25, 1.29]]
