,Participant Public ID,Response,Absolute Reaction Time, Emergence,Group,Segment
2483,609d02877a48794896185caf,5,13991.1400000001,-1.498203057,B_6,1
2484,609d02877a48794896185caf,1,4817.02000000001,-8.975794897,B_3,5
2485,609d02877a48794896185caf,6,3341.52000000001,-4.407616847,B_6,15
2486,609d02877a48794896185caf,3,7173.37999999988,-2.816490937,B_9,3
2487,609d02877a48794896185caf,5,4164.75999999977,-3.046327915,A_9,9
2488,609d02877a48794896185caf,4,3629.24000000022,-1.150484166,B_4,31
2489,609d02877a48794896185caf,6,3377.54000000003,-9.787289403,B_7,7
2490,609d02877a48794896185caf,3,4769.83999999985,-8.702416892,A_2,16
2491,609d02877a48794896185caf,4,7950.85999999987,-5.83321181,B_4,18
2492,609d02877a48794896185caf,2,10389.6400000001,-3.364133847,B_1,11
2493,609d02877a48794896185caf,6,6315.18000000016,-2.773495675,A_6,10
2494,609d02877a48794896185caf,3,10155.2200000002,-10.86329086,B_5,28
2495,609d02877a48794896185caf,2,4493.62000000011,-5.525621367,B_8,7
2496,609d02877a48794896185caf,6,17839.8799999998,-7.494499799,B_5,7
2497,609d02877a48794896185caf,2,3250.87999999988,-2.765758945,A_9,1
2498,609d02877a48794896185caf,2,4562.35999999987,-1.755579392,A_8,15
2499,609d02877a48794896185caf,3,3131.29999999981,-18.26361652,B_8,17
2500,609d02877a48794896185caf,5,2352.14000000013,-4.071521393,B_9,6
2501,609d02877a48794896185caf,6,3554.62000000011,1.191383931,B_9,18
2502,609d02877a48794896185caf,3,5238.3999999999,-6.653581611,B_1,10
2503,609d02877a48794896185caf,6,3514.20000000018,-5.277533722,B_1,16
2504,609d02877a48794896185caf,6,4841.47999999998,-0.321849388,A_3,2
2505,609d02877a48794896185caf,4,5676.52000000001,-5.261540721,B_4,22
2506,609d02877a48794896185caf,3,4198.16000000014,-6.444767915,B_3,10
2507,609d02877a48794896185caf,2,3492.0,-5.962353125,A_5,16
2508,609d02877a48794896185caf,3,2657.14000000013,-17.32696929,B_5,11
2509,609d02877a48794896185caf,6,12549.1400000001,1.718538275,B_1,18
2510,609d02877a48794896185caf,4,9383.87999999942,-4.846682385,B_2,6
2511,609d02877a48794896185caf,2,4106.70000000018,0.225482563,A_8,12
2512,609d02877a48794896185caf,3,11979.08,-2.278183035,A_9,26
2513,609d02877a48794896185caf,2,3962.85999999986,-9.822086463,B_6,10
2514,609d02877a48794896185caf,4,4530.25999999977,-4.903524856,A_5,6
2515,609d02877a48794896185caf,2,19926.7400000002,-5.399644686,A_6,2
2516,609d02877a48794896185caf,6,3399.41999999992,-7.938718022,A_10,4
2517,609d02877a48794896185caf,3,3327.5,-2.719889736,B_6,14
2518,609d02877a48794896185caf,2,2581.91999999992,-13.5130883,B_3,3
2519,609d02877a48794896185caf,3,3616.33999999985,-6.72708084,B_8,30
2520,609d02877a48794896185caf,4,2980.10000000009,-7.330728107,B_8,25
2521,609d02877a48794896185caf,5,1810.25999999977,-8.225564036,B_8,26
2522,609d02877a48794896185caf,2,2963.93999999994,-17.00611031,A_2,19
2523,609d02877a48794896185caf,4,3142.47999999998,-9.28984405,B_2,2
2524,609d02877a48794896185caf,3,2865.43999999994,-5.083823776,B_6,8
2525,609d02877a48794896185caf,5,2696.33999999985,-8.519438631,B_5,27
2526,609d02877a48794896185caf,3,2362.66000000014,-4.455561293,B_8,32
2527,637fefef5c620e2f66047f28,3,16614.5920000011,-0.739297686,B_9,1
2528,637fefef5c620e2f66047f28,2,14466.804,-6.547106497,A_8,3
2529,637fefef5c620e2f66047f28,4,15733.4010000007,-4.282057583,B_6,19
2530,637fefef5c620e2f66047f28,4,16220.8840000014,-3.861289926,B_6,16
2531,637fefef5c620e2f66047f28,5,15983.4949999999,0.225482563,A_8,12
2532,637fefef5c620e2f66047f28,3,15748.5320000003,-2.346744575,B_9,2
2533,637fefef5c620e2f66047f28,5,13600.1089999999,-5.277533722,B_1,16
2534,637fefef5c620e2f66047f28,2,15897.9100000011,-5.414115297,B_9,7
2535,637fefef5c620e2f66047f28,4,16965.2880000014,-4.445864452,B_3,13
2536,637fefef5c620e2f66047f28,3,17397.3370000007,-2.079079814,B_8,31
2537,637fefef5c620e2f66047f28,5,15244.6320000014,-6.32460102,A_5,14
2538,637fefef5c620e2f66047f28,4,16133.487,-2.52338575,A_2,15
2539,637fefef5c620e2f66047f28,3,16716.829,-7.242683407,B_1,5
2540,637fefef5c620e2f66047f28,6,17558.3610000007,-6.453250851,B_5,31
2541,637fefef5c620e2f66047f28,4,14233.46,-1.810492625,B_4,33
2542,637fefef5c620e2f66047f28,2,10964.0050000003,-7.080573654,B_4,20
2543,637fefef5c620e2f66047f28,3,12743.0830000014,-2.714044426,A_6,9
2544,637fefef5c620e2f66047f28,2,10100.121,-7.301894966,A_5,11
2545,637fefef5c620e2f66047f28,2,7724.48800000036,-4.082404483,A_9,22
2546,637fefef5c620e2f66047f28,4,15616.8099999999,-4.198112511,B_5,17
2547,637fefef5c620e2f66047f28,3,23516.8959999999,-4.595811296,B_4,25
2548,637fefef5c620e2f66047f28,3,15216.808,-7.39095731,B_4,16
2549,637fefef5c620e2f66047f28,2,13241.9340000014,-5.880766037,A_6,1
2550,637fefef5c620e2f66047f28,3,15016.8169999999,-14.09645925,B_4,11
2551,637fefef5c620e2f66047f28,4,9838.12100000039,-10.41927112,A_6,7
2552,637fefef5c620e2f66047f28,4,8866.75200000003,-11.22788105,B_6,2
2553,637fefef5c620e2f66047f28,3,9411.80800000147,-14.73137104,B_6,11
2554,637fefef5c620e2f66047f28,4,9633.43300000007,-1.439640972,B_7,2
2555,637fefef5c620e2f66047f28,2,9828.65000000072,-5.525621367,B_8,7
2556,637fefef5c620e2f66047f28,3,8371.08600000001,-11.06296924,B_8,12
2557,637fefef5c620e2f66047f28,2,7810.75700000039,-1.183427589,A_9,10
2558,637fefef5c620e2f66047f28,4,32932.7040000003,-2.072454832,B_1,12
2559,637fefef5c620e2f66047f28,4,14710.1450000011,-2.468797896,B_2,4
2560,637fefef5c620e2f66047f28,3,17866.7849999999,-3.77787512,A_2,6
2561,637fefef5c620e2f66047f28,3,8516.70699999993,-12.4005227,B_5,21
2562,637fefef5c620e2f66047f28,5,8916.72300000011,-2.681004022,B_4,26
2563,637fefef5c620e2f66047f28,4,7563.3370000011,-3.290868755,B_4,7
2564,637fefef5c620e2f66047f28,4,10483.3909999999,-5.399644686,A_6,2
2565,637fefef5c620e2f66047f28,6,7761.26300000038,-0.035674578,A_6,16
2566,637fefef5c620e2f66047f28,4,14283.4219999999,-6.90688691,A_8,10
2567,637fefef5c620e2f66047f28,3,13607.6450000015,-2.847511121,A_8,27
2568,637fefef5c620e2f66047f28,3,8970.94499999994,-17.32696929,B_5,11
2569,637fefef5c620e2f66047f28,7,8816.73499999998,0.250040899,A_8,13
2570,637fefef5c620e2f66047f28,6,7755.44000000075,-2.773495675,A_6,10
2571,637fefef5c620e2f66047f28,5,8594.3800000007,-5.197752877,A_5,15
2572,637fefef5c620e2f66047f28,3,5366.70799999986,-3.49417207,B_4,5
2573,637fefef5c620e2f66047f28,4,5666.69700000016,-3.520670777,B_7,3
2574,637fefef5c620e2f66047f28,2,9033.40799999993,-18.49240868,B_3,2
2575,637fefef5c620e2f66047f28,2,8400.05200000014,-7.039451695,A_2,11
2576,637fefef5c620e2f66047f28,7,8783.18900000106,1.191383931,B_9,18
2577,637fefef5c620e2f66047f28,2,7997.04800000076,-3.392292175,A_9,27
2578,637fefef5c620e2f66047f28,4,8528.66900000069,-3.969683379,B_8,29
2579,637fefef5c620e2f66047f28,2,8848.2400000015,-3.530292699,A_9,25
2580,637fefef5c620e2f66047f28,3,21883.4940000001,-6.888833045,B_4,17
2581,637fefef5c620e2f66047f28,3,10700.075,-10.3582981,A_8,17
2582,637fefef5c620e2f66047f28,5,12774.0089999999,-20.26878095,B_5,9
2583,637fefef5c620e2f66047f28,5,9711.30299999995,-12.45411153,B_5,15
2584,637fefef5c620e2f66047f28,4,24729.1729999999,-5.83321181,B_4,18
2585,637fefef5c620e2f66047f28,3,9665.92700000153,-3.735529945,B_2,5
2586,637fefef5c620e2f66047f28,5,4883.37500000011,-0.50351453,B_9,17
2587,637fefef5c620e2f66047f28,2,6244.05799999996,-4.467977017,A_2,8
2588,637fefef5c620e2f66047f28,2,36850.2569999999,-6.444767915,B_3,10
2589,637fefef5c620e2f66047f28,5,9309.68800000147,-6.8355978,B_8,13
2590,637fefef5c620e2f66047f28,4,14526.7110000011,-5.158173624,B_4,12
2591,637fefef5c620e2f66047f28,5,12083.4279999999,-4.903524856,A_5,6
2592,637fefef5c620e2f66047f28,3,7733.39000000001,-8.575321085,A_5,5
2593,637fefef5c620e2f66047f28,4,7309.87400000146,-7.544410267,B_2,1
2594,637fefef5c620e2f66047f28,3,5875.31400000152,-7.302097552,B_8,33
2595,637fefef5c620e2f66047f28,5,8178.51100000005,0.221890844,A_10,3
2596,637fefef5c620e2f66047f28,4,4708.58300000079,-0.449890281,B_4,4
2597,637fefef5c620e2f66047f28,5,8116.72500000009,0.605994948,B_4,34
2598,637fefef5c620e2f66047f28,3,9471.59300000034,-5.818038828,B_8,34
2599,637fefef5c620e2f66047f28,5,4459.16200000117,-1.504861728,B_4,30
2600,637fefef5c620e2f66047f28,3,6737.92000000004,-7.808888395,B_4,21
2601,637fefef5c620e2f66047f28,2,11666.7449999999,-5.140639174,B_8,20
2602,637fefef5c620e2f66047f28,5,11207.466,-6.168933858,B_7,8
2603,637fefef5c620e2f66047f28,4,8410.87600000004,-1.150484166,B_4,31
2604,637fefef5c620e2f66047f28,2,7616.71600000013,-3.31829142,A_2,9
2605,637fefef5c620e2f66047f28,2,8138.77099999995,-1.520164915,A_9,8
2606,637fefef5c620e2f66047f28,3,8383.37799999991,-1.257582348,A_10,5
2607,637fefef5c620e2f66047f28,2,8611.05300000042,-8.519438631,B_5,27
2608,637fefef5c620e2f66047f28,3,129481.987,-4.185638287,B_8,6
2609,637fefef5c620e2f66047f28,3,24300.1699999999,-3.364133847,B_1,11
2610,637fefef5c620e2f66047f28,7,9226.28500000084,-0.631816064,B_9,14
2611,637fefef5c620e2f66047f28,2,6755.94900000118,-4.965864688,A_8,16
2612,637fefef5c620e2f66047f28,2,5181.19299999997,-5.083823776,B_6,8
2613,637fefef5c620e2f66047f28,5,4227.99099999992,-0.321849388,A_3,2
2614,637fefef5c620e2f66047f28,2,9033.38899999996,-4.409589802,A_9,14
2615,637fefef5c620e2f66047f28,1,6657.37100000074,-3.629293571,B_3,9
2616,637fefef5c620e2f66047f28,3,4481.91700000036,-9.28984405,B_2,2
2617,637fefef5c620e2f66047f28,3,66572.4250000014,-9.822086463,B_6,10
2618,637fefef5c620e2f66047f28,2,5533.36399999982,-12.94617444,B_5,3
2619,637fefef5c620e2f66047f28,2,4716.70900000003,-9.00037579,B_1,7
2620,637fefef5c620e2f66047f28,4,5413.8320000004,-4.572664443,A_2,3
2621,637fefef5c620e2f66047f28,1,8460.19900000072,-3.469268652,A_5,3
2622,637fefef5c620e2f66047f28,2,36416.1320000006,-1.168641661,B_7,1
2623,637fefef5c620e2f66047f28,2,13347.6650000014,-4.032711335,A_8,21
2624,637fefef5c620e2f66047f28,2,8697.33700000122,-13.93957059,B_5,25
2625,637fefef5c620e2f66047f28,4,6833.38199999998,-3.046327915,A_9,9
2626,637fefef5c620e2f66047f28,2,7223.82600000081,-4.742739564,A_9,11
2627,637fefef5c620e2f66047f28,7,58166.6080000007,2.559817948,B_1,19
2628,637fefef5c620e2f66047f28,1,8569.59500000113,-14.02163075,B_8,24
2629,637fefef5c620e2f66047f28,2,104963.861000001,-5.425430602,B_4,6
2630,637fefef5c620e2f66047f28,2,12133.412,-13.52908999,B_8,4
2631,637fefef5c620e2f66047f28,5,13783.1659999999,-0.254172765,A_6,12
2632,637fefef5c620e2f66047f28,2,5846.39700000011,-2.816490937,B_9,3
2633,637fefef5c620e2f66047f28,2,6300.05200000014,-6.942226839,B_5,18
2634,637fefef5c620e2f66047f28,3,12874.336000001,-11.12198586,B_8,23
2635,637fefef5c620e2f66047f28,3,101474.597000001,-20.3553234,B_5,12
2636,637fefef5c620e2f66047f28,3,25713.6860000011,-4.850927493,B_9,13
2637,637fefef5c620e2f66047f28,3,6310.5930000008,-3.689407416,B_9,10
2638,637fefef5c620e2f66047f28,3,54696.3570000014,-2.965515633,B_8,27
2639,637fefef5c620e2f66047f28,3,8169.66899999999,-4.553773188,A_5,8
2640,637fefef5c620e2f66047f28,3,4891.40199999888,-4.407616847,B_6,15
2641,637fefef5c620e2f66047f28,3,38288.1699999996,-12.74017016,B_4,19
2642,637fefef5c620e2f66047f28,4,3441.23999999888,-2.652179704,A_9,5
2643,637fefef5c620e2f66047f28,3,3678.9789999985,-10.86329086,B_5,28
2644,637fefef5c620e2f66047f28,3,36265.0769999992,-9.011044648,B_3,11
2645,637fefef5c620e2f66047f28,5,3641.88299999888,-9.787289403,B_7,7
2646,637fefef5c620e2f66047f28,4,9533.392,-8.702416892,A_2,16
2647,637fefef5c620e2f66047f28,5,4905.69199999925,-1.870533943,A_6,11
2648,637fefef5c620e2f66047f28,4,50667.0639999999,-5.48546317,B_3,4
2649,637fefef5c620e2f66047f28,3,5081.95599999852,-4.894232891,A_2,12
2650,637fefef5c620e2f66047f28,5,8600.06699999998,-4.559187125,A_2,5
2651,637fefef5c620e2f66047f28,5,3090.73399999889,-5.261540721,B_4,22
2652,637fefef5c620e2f66047f28,5,1973.26999999926,-9.089997087,B_4,9
2653,637fefef5c620e2f66047f28,3,5350.062,-8.265791359,B_3,8
2654,637fefef5c620e2f66047f28,3,7962.30799999888,-1.270255393,A_8,26
2655,637fefef5c620e2f66047f28,5,5009.45699999999,-2.058963148,B_1,2
2656,637fefef5c620e2f66047f28,2,4195.70999999888,-7.264054162,A_9,21
2657,637fefef5c620e2f66047f28,3,11000.0969999999,-2.596546952,A_4,3
2658,637fefef5c620e2f66047f28,5,3562.12100000001,-2.478863005,A_3,1
2659,637fefef5c620e2f66047f28,6,4998.38999999887,-2.425303388,A_6,13
2660,637fefef5c620e2f66047f28,2,11179.22,-0.325741096,A_4,4
2661,637fefef5c620e2f66047f28,2,11766.7569999999,-7.740040604,A_5,4
2662,637fefef5c620e2f66047f28,2,6166.72100000002,-7.822195403,B_5,2
2663,637fefef5c620e2f66047f28,3,20344.1259999988,-5.705316199,A_8,29
2664,637fefef5c620e2f66047f28,2,4791.82900000002,-9.051262838,A_8,6
2665,637fefef5c620e2f66047f28,3,8964.64999999926,-6.434306211,B_5,5
2666,637fefef5c620e2f66047f28,3,6333.37599999993,-13.53065241,A_2,20
2667,637fefef5c620e2f66047f28,1,5733.38899999996,-2.940552011,A_9,23
2668,637fefef5c620e2f66047f28,1,5876.7489999989,-5.158912459,A_8,23
2669,637fefef5c620e2f66047f28,2,4600.04500000004,-9.276196879,B_4,24
2670,637fefef5c620e2f66047f28,2,5377.96399999962,-8.53811642,A_8,20
2671,637fefef5c620e2f66047f28,3,6700.05300000007,-5.402576211,B_4,23
2672,637fefef5c620e2f66047f28,5,7872.07399999885,0.397452619,A_10,6
2673,637fefef5c620e2f66047f28,3,6494.74399999924,-5.919870906,A_5,1
2674,637fefef5c620e2f66047f28,3,11000.086,-2.505374073,B_8,14
2675,637fefef5c620e2f66047f28,5,4469.03499999886,-1.971734915,B_7,6
2676,637fefef5c620e2f66047f28,3,5878.14099999965,-26.30529971,B_5,10
2677,637fefef5c620e2f66047f28,3,13058.2189999985,-9.791320821,B_4,15
2678,637fefef5c620e2f66047f28,3,10633.4329999999,-3.907844988,A_6,5
2679,637fefef5c620e2f66047f28,4,5300.05199999996,-1.161305809,A_2,2
2680,637fefef5c620e2f66047f28,2,6616.71499999996,-5.033856214,B_8,9
2681,637fefef5c620e2f66047f28,3,7845.3359999989,-1.666640003,A_8,25
2682,637fefef5c620e2f66047f28,5,4877.24399999959,-1.816719176,B_4,29
2683,637fefef5c620e2f66047f28,6,6896.53899999964,-9.943797363,B_1,15
2684,637fefef5c620e2f66047f28,3,6183.37800000002,-3.023302823,A_10,1
2685,637fefef5c620e2f66047f28,2,6500.03599999996,-4.281484105,A_5,9
2686,637fefef5c620e2f66047f28,1,6582.55599999963,-4.52710375,A_8,28
2687,637fefef5c620e2f66047f28,1,7283.38899999996,-7.30771808,B_4,3
2688,637fefef5c620e2f66047f28,1,8950.08200000005,-1.056172266,B_1,3
2689,637fefef5c620e2f66047f28,4,7559.09299999999,-5.962353125,A_5,16
2690,637fefef5c620e2f66047f28,3,8246.74699999927,-1.215255865,B_7,5
2691,637fefef5c620e2f66047f28,4,6188.9389999989,-3.510375965,B_4,27
2692,637fefef5c620e2f66047f28,3,11544.765,-6.282947145,A_2,18
2693,637fefef5c620e2f66047f28,3,10946.4289999996,-4.446637176,B_7,4
2694,637fefef5c620e2f66047f28,3,6555.40999999997,-9.16313723,A_9,28
2695,637fefef5c620e2f66047f28,3,6982.75799999851,-6.64730983,B_6,7
2696,637fefef5c620e2f66047f28,3,7346.94199999887,-12.1998625,A_6,8
2697,637fefef5c620e2f66047f28,3,4263.24900000001,-9.274604834,B_6,12
2698,637fefef5c620e2f66047f28,1,4666.70700000005,-7.748238146,A_8,7
2699,637fefef5c620e2f66047f28,2,8328.76999999961,-13.5130883,B_3,3
2700,637fefef5c620e2f66047f28,1,7342.03499999968,-4.453727438,A_9,17
2701,637fefef5c620e2f66047f28,1,9050.04999999993,-5.052638784,A_9,29
2702,637fefef5c620e2f66047f28,2,4883.38399999996,-4.846682385,B_2,6
2703,637fefef5c620e2f66047f28,2,8216.72399999993,-15.71083511,B_8,19
2704,637fefef5c620e2f66047f28,2,4594.37600000004,-3.460485893,B_4,28
2705,637fefef5c620e2f66047f28,5,4160.69599999929,-4.344055274,B_4,35
2706,637fefef5c620e2f66047f28,1,5033.375,-3.687048033,A_8,9
2707,637fefef5c620e2f66047f28,2,4794.36699999962,-16.69515989,B_8,22
2708,637fefef5c620e2f66047f28,4,7866.73299999989,-7.608836855,B_5,29
2709,637fefef5c620e2f66047f28,5,6039.72199999855,-7.938718022,A_10,4
2710,637fefef5c620e2f66047f28,3,3887.73799999884,-1.659493527,B_8,1
2711,637fefef5c620e2f66047f28,2,5764.98499999847,-1.755579392,A_8,15
2712,637fefef5c620e2f66047f28,2,4530.93199999851,-2.719889736,B_6,14
2713,637fefef5c620e2f66047f28,2,5276.6289999989,-6.069217655,A_6,3
2714,637fefef5c620e2f66047f28,3,8516.74599999992,-2.435159885,A_4,1
2715,637fefef5c620e2f66047f28,2,7331.94999999855,-2.765758945,A_9,1
2716,637fefef5c620e2f66047f28,4,12366.7490000001,-4.071521393,B_9,6
2717,637fefef5c620e2f66047f28,3,5499.64399999845,-4.87659682,A_5,13
2718,637fefef5c620e2f66047f28,5,2766.24999999848,-2.069552363,A_6,14
2719,637fefef5c620e2f66047f28,2,4283.35800000012,-2.440604258,A_2,1
2720,637fefef5c620e2f66047f28,2,4447.63399999996,-8.975794897,B_3,5
2721,637fefef5c620e2f66047f28,3,4750.03700000001,-4.455561293,B_8,32
2722,637fefef5c620e2f66047f28,5,3366.68799999996,-5.151937487,B_6,17
2723,637fefef5c620e2f66047f28,2,8124.2649999985,-8.743761616,A_9,16
2724,637fefef5c620e2f66047f28,2,3226.63100000005,-6.320905866,A_9,18
2725,637fefef5c620e2f66047f28,2,5300.04599999997,-5.536880716,B_1,4
2726,637fefef5c620e2f66047f28,3,3789.65899999963,-6.827642862,B_6,5
2727,637fefef5c620e2f66047f28,4,6466.71199999994,-8.273603926,B_8,16
2728,637fefef5c620e2f66047f28,5,3377.95199999888,2.025423219,A_6,17
2729,637fefef5c620e2f66047f28,3,8633.39600000006,-0.199292796,A_2,14
2730,637fefef5c620e2f66047f28,2,4927.71999999997,-8.54708066,A_2,22
2731,637fefef5c620e2f66047f28,2,6497.61899999959,-14.92014022,B_5,20
2732,637fefef5c620e2f66047f28,1,4789.33499999926,-5.464177924,A_9,12
2733,637fefef5c620e2f66047f28,2,8411.76500000001,-15.38297957,B_8,18
2734,637fefef5c620e2f66047f28,1,6310.08599999849,-5.011763865,B_5,14
2735,637fefef5c620e2f66047f28,1,4800.03299999993,-9.003365766,A_9,32
2736,637fefef5c620e2f66047f28,1,5658.07199999888,-5.057528672,A_8,2
2737,637fefef5c620e2f66047f28,2,7200.05499999993,-0.779575199,A_9,7
2738,637fefef5c620e2f66047f28,2,7957.0319999993,-7.738109158,B_5,1
2739,637fefef5c620e2f66047f28,2,6845.86499999964,-8.014782625,A_6,6
2740,637fefef5c620e2f66047f28,1,4293.48099999968,-2.668496294,A_4,2
2741,637fefef5c620e2f66047f28,1,8530.52099999995,-5.031380268,A_5,12
2742,637fefef5c620e2f66047f28,1,6973.07699999888,-6.479811228,B_2,3
2743,637fefef5c620e2f66047f28,2,6194.55700000003,-5.528520129,A_5,2
2744,637fefef5c620e2f66047f28,3,9797.57099999848,-6.679341564,B_9,16
2745,637fefef5c620e2f66047f28,4,5950.04300000006,-6.057543288,A_9,3
2746,637fefef5c620e2f66047f28,3,5073.48899999959,-8.93960136,A_8,18
2747,637fefef5c620e2f66047f28,1,6033.0689999985,-6.231247597,A_9,31
2748,637fefef5c620e2f66047f28,5,8366.7400000001,-19.66253466,B_5,8
2749,637fefef5c620e2f66047f28,3,10654.2909999984,-15.15956747,B_4,8
2750,637fefef5c620e2f66047f28,2,7056.80500000005,-4.651352498,A_9,15
2751,637fefef5c620e2f66047f28,2,8239.95299999928,-7.710695711,B_8,11
2752,637fefef5c620e2f66047f28,3,10327.9489999996,-17.00611031,A_2,19
2753,637fefef5c620e2f66047f28,2,5775.80199999921,-8.71170834,A_2,13
2754,637fefef5c620e2f66047f28,2,4766.72199999995,-5.023634767,B_8,21
2755,637fefef5c620e2f66047f28,3,6166.70499999995,-8.606198183,B_6,9
2756,637fefef5c620e2f66047f28,4,7295.00699999928,1.748321547,B_3,14
2757,637fefef5c620e2f66047f28,5,3132.70999999891,2.692983074,B_9,19
2758,637fefef5c620e2f66047f28,2,5842.02399999892,-3.393990968,B_4,1
2759,637fefef5c620e2f66047f28,2,5766.70999999984,-3.506699797,B_1,13
2760,637fefef5c620e2f66047f28,3,6287.99499999929,-2.048649049,B_9,4
2761,637fefef5c620e2f66047f28,3,12446.4129999999,-4.711105241,B_3,12
2762,637fefef5c620e2f66047f28,2,7087.98699999996,-3.876497941,A_9,30
2763,637fefef5c620e2f66047f28,3,4560.19399999966,-0.05025368,A_10,7
2764,637fefef5c620e2f66047f28,2,6590.45399999851,-5.499897554,A_9,24
2765,637fefef5c620e2f66047f28,5,12266.7599999998,1.268555424,B_7,9
2766,637fefef5c620e2f66047f28,1,6916.728,-8.374948225,B_8,8
2767,637fefef5c620e2f66047f28,3,17210.6149999996,-5.454296927,B_8,28
2768,637fefef5c620e2f66047f28,3,16900.1319999999,-12.39569285,B_3,1
2769,637fefef5c620e2f66047f28,3,5495.61399999924,-7.781508358,B_5,4
2770,637fefef5c620e2f66047f28,2,4494.03300000005,-10.99083534,B_5,19
2771,637fefef5c620e2f66047f28,2,9233.40500000002,-4.018070228,B_6,13
2772,637fefef5c620e2f66047f28,5,6346.51899999962,-14.65822495,B_5,16
2773,637fefef5c620e2f66047f28,1,6743.62999999965,-0.30783271,A_9,6
2774,637fefef5c620e2f66047f28,1,4631.94299999892,-6.761771024,A_5,10
2775,637fefef5c620e2f66047f28,2,5461.44700000004,-7.330728107,B_8,25
2776,637fefef5c620e2f66047f28,1,4540.09499999927,-3.631017974,B_9,9
2777,637fefef5c620e2f66047f28,3,44345.9399999985,-5.56702146,A_2,4
2778,637fefef5c620e2f66047f28,3,39160.6519999988,-1.720413408,A_8,4
2779,637fefef5c620e2f66047f28,3,4056.52900000009,-0.202111392,A_8,8
2780,637fefef5c620e2f66047f28,6,5540.09599999967,0.376208366,B_9,15
2781,637fefef5c620e2f66047f28,7,7950.0669999998,-9.475295261,B_9,12
2782,637fefef5c620e2f66047f28,2,7698.93199999933,-8.322744277,A_8,19
2783,637fefef5c620e2f66047f28,2,8179.33899999992,-2.999678743,B_8,10
2784,637fefef5c620e2f66047f28,2,4345.00199999846,-6.280622331,A_8,22
2785,637fefef5c620e2f66047f28,2,7578.14199999859,-11.22712131,B_4,10
2786,637fefef5c620e2f66047f28,3,9310.90599999856,-6.893440408,A_2,17
2787,637fefef5c620e2f66047f28,2,5315.83499999856,-8.225564036,B_8,26
2788,637fefef5c620e2f66047f28,2,4994.69599999883,-3.601366378,A_2,7
2789,637fefef5c620e2f66047f28,5,5516.42399999848,-7.927380688,B_1,14
2790,637fefef5c620e2f66047f28,4,11616.3789999985,-6.786703797,B_8,3
2791,637fefef5c620e2f66047f28,2,5621.28299999842,-2.379576229,B_1,9
2792,637fefef5c620e2f66047f28,3,10800.077,-11.84590545,B_5,22
2793,637fefef5c620e2f66047f28,3,5414.55799999879,-4.965568913,B_5,30
2794,637fefef5c620e2f66047f28,2,3831.71399999992,-0.964084869,B_8,2
2795,637fefef5c620e2f66047f28,4,8616.74399999994,-5.466241554,B_9,5
2796,637fefef5c620e2f66047f28,2,4430.54199999966,-2.291627766,B_1,8
2797,637fefef5c620e2f66047f28,2,4890.8469999996,-6.72708084,B_8,30
2798,637fefef5c620e2f66047f28,5,8597.97499999962,-3.163551028,B_9,11
2799,637fefef5c620e2f66047f28,2,4911.56799999973,-1.498203057,B_6,1
2800,637fefef5c620e2f66047f28,2,6111.42400000011,-7.234171456,B_6,4
2801,637fefef5c620e2f66047f28,3,6830.57599999918,-2.857006458,A_9,2
2802,637fefef5c620e2f66047f28,2,8598.95499999891,-2.278183035,A_9,26
2803,637fefef5c620e2f66047f28,3,9235.85399999958,-4.801022291,B_5,6
2804,637fefef5c620e2f66047f28,4,5794.45599999954,-0.493524456,A_6,15
2805,637fefef5c620e2f66047f28,4,10325.6759999992,-1.212979047,A_5,7
2806,637fefef5c620e2f66047f28,5,4171.233,0.180217404,B_1,1
2807,637fefef5c620e2f66047f28,4,5542.12899999972,-7.373064589,B_5,23
2808,637fefef5c620e2f66047f28,6,7750.07300000009,-1.456804112,A_8,14
2809,637fefef5c620e2f66047f28,2,4929.34999999962,-4.042889335,A_2,10
2810,637fefef5c620e2f66047f28,3,43467.016,-4.714947451,B_6,6
2811,637fefef5c620e2f66047f28,3,6098.69299999997,-14.57092477,A_2,21
2812,637fefef5c620e2f66047f28,2,6516.70899999979,-7.494499799,B_5,7
2813,637fefef5c620e2f66047f28,3,8137.86899999971,-3.55479289,A_8,1
2814,637fefef5c620e2f66047f28,3,8550.05799999996,-10.59572674,B_5,24
2815,637fefef5c620e2f66047f28,3,7259.97399999992,-8.94925643,B_4,14
2816,637fefef5c620e2f66047f28,3,6566.72500000009,-12.47410887,B_5,13
2817,637fefef5c620e2f66047f28,2,5904.9549999996,-4.759291057,B_4,13
2818,637fefef5c620e2f66047f28,4,4428.81300000008,-3.418515205,B_4,32
2819,637fefef5c620e2f66047f28,3,6433.39200000022,-7.996227573,B_8,5
2820,637fefef5c620e2f66047f28,3,5559.98999999952,-10.38416359,B_5,26
2821,637fefef5c620e2f66047f28,2,4597.55099999927,-4.548131178,A_9,13
2822,637fefef5c620e2f66047f28,3,4706.5819999997,-0.613086684,A_10,2
2823,637fefef5c620e2f66047f28,3,3300.03000000002,-18.26361652,B_8,17
2824,637fefef5c620e2f66047f28,3,6679.67699999967,-6.904784133,B_3,7
2825,637fefef5c620e2f66047f28,2,5533.37000000034,-13.6770885,B_6,3
2826,637fefef5c620e2f66047f28,2,7832.54999999841,-8.905551748,A_9,19
2827,637fefef5c620e2f66047f28,6,13750.0809999997,-7.769114007,B_9,8
